accession_id,amo_number,description,quantity,category,current_market_value,asset_location,room_number,box_number,mode_of_acquisition,acquisition_date,acquisition_price,remarks,dimensions,status,date_created,date_modified
2024-ART-0061-Gallery,AMO-49608,ART item #61 with historical significance,84,ART,6505.755248525661,Gallery-East,Ga4-A,127.0,Donation,04/18/2024,13316.210562426431,Remark for item 61,200 cm x 188 cm,ACTIVE,10/03/2024 12:00:00 AM,10/16/2024 12:00:00 AM
2024-SCULPTURE-0062-Warehouse,AMO-64379,SCULPTURE item #62 with historical significance,84,SCULPTURE,190.97588047193676,Warehouse-A,Wa1-B,177.0,Transfer,08/15/2024,2507.7367116680625,Remark for item 62,,ACTIVE,12/17/2024 12:00:00 AM,12/28/2024 12:00:00 AM
2024-SCULPTURE-0063-Storage,AMO-17936,SCULPTURE item #63 with historical significance,51,SCULPTURE,,Storage-Facility-7,St3-A,164.0,Donation,01/02/2024,826.4411514737834,Remark for item 63,154 cm x 62 cm,ACTIVE,02/05/2024 12:00:00 AM,03/02/2024 12:00:00 AM
2024-SCULPTURE-0064-Warehouse,AMO-86858,SCULPTURE item #64 with historical significance,28,SCULPTURE,,Warehouse-A,Wa2-B,38.0,Donation,09/09/2024,-4843.39018809766,,43 cm x 13 cm,ACTIVE,07/02/2024 12:00:00 AM,07/27/2024 12:00:00 AM
2024-MEMORABILIA-0065-Storage,AMO-12068,MEMORABILIA item #65 with historical significance,23,MEMORABILIA,33570.570362875515,Storage-Facility-7,St3-A,,Donation,,4759.6651634338705,Remark for item 65,125 cm x 138 cm,INACTIVE,04/23/2024 12:00:00 AM,05/23/2024 12:00:00 AM
2024-SCULPTURE-0066-Goldenberg,AMO-96363,SCULPTURE item #66 with historical significance,67,SCULPTURE,,Goldenberg,Go3-B,103.0,Transfer,02/16/2024,4955.159735215235,Remark for item 66,92 cm x 165 cm,ACTIVE,03/16/2024 12:00:00 AM,03/18/2024 12:00:00 AM
2024-MEMORABILIA-0067-Storage,AMO-91830,MEMORABILIA item #67 with historical significance,1000,MEMORABILIA,-17734.686369868472,Storage-Facility-7,St5-C,76.0,Transfer,10/14/2024,,Remark for item 67,176 cm x 151 cm,ACTIVE,04/20/2024 12:00:00 AM,05/03/2024 12:00:00 AM
2024-DOCUMENTS-0068-Warehouse,AMO-64239,DOCUMENTS item #68 with historical significance,44,DOCUMENTS,,Warehouse-A,Wa4-B,171.0,Purchase,03/22/2024,8013.9715546804955,,33 cm x 120 cm,INACTIVE,02/19/2024 12:00:00 AM,03/13/2024 12:00:00 AM
2024-FURNITURE-0069-Warehouse,AMO-82924,FURNITURE item #69 with historical significance,8,FURNITURE,-30046.27656980702,Warehouse-A,Wa5-C,171.0,Transfer,07/28/2024,3934.2854690013514,,89 cm x 100 cm,ACTIVE,02/23/2024 12:00:00 AM,03/12/2024 12:00:00 AM
2024-SCULPTURE-0070-Warehouse,AMO-30280,SCULPTURE item #70 with historical significance,85,SCULPTURE,59761.39064524946,Warehouse-A,Wa4-A,196.0,Donation,04/26/2024,-3952.681625653442,Remark for item 70,169 cm x 167 cm,ACTIVE,12/11/2024 12:00:00 AM,12/31/2024 12:00:00 AM
2024-SCULPTURE-0071-Goldenberg,AMO-89822,SCULPTURE item #71 with historical significance,85,SCULPTURE,-9157.443240069299,Goldenberg,Go3-A,87.0,Donation,03/28/2024,1498.256825438206,Remark for item 71,,ACTIVE,11/20/2024 12:00:00 AM,11/20/2024 12:00:00 AM
2024-ART-0072-Warehouse,AMO-59308,ART item #72 with historical significance,54,ART,-7586.8913529049805,Warehouse-A,Wa4-B,146.0,Donation,01/05/2024,-6753.317155330664,Remark for item 72,79 cm x 123 cm,ACTIVE,12/04/2024 12:00:00 AM,12/17/2024 12:00:00 AM
2024-DOCUMENTS-0073-Gallery,AMO-64287,DOCUMENTS item #73 with historical significance,35,DOCUMENTS,6714.0743701506835,Gallery-East,Ga2-C,174.0,Donation,09/22/2024,-4311.518568630524,Remark for item 73,24 cm x 11 cm,ACTIVE,04/14/2024 12:00:00 AM,04/23/2024 12:00:00 AM
2024-MEMORABILIA-0074-Warehouse,AMO-43491,MEMORABILIA item #74 with historical significance,38,MEMORABILIA,16839.81076587954,Warehouse-A,Wa3-A,98.0,Donation,04/17/2024,-3597.1211711690157,Remark for item 74,111 cm x 199 cm,ACTIVE,01/22/2024 12:00:00 AM,02/04/2024 12:00:00 AM
2024-ART-0075-Gallery,AMO-20205,ART item #75 with historical significance,41,ART,43748.360125438485,Gallery-East,Ga5-B,30.0,Transfer,06/06/2024,-2916.2664616811853,Remark for item 75,102 cm x 32 cm,ACTIVE,08/11/2024 12:00:00 AM,09/07/2024 12:00:00 AM
2024-ART-0076-Warehouse,AMO-67104,ART item #76 with historical significance,76,ART,-3051.5379051418895,Warehouse-A,Wa4-C,57.0,Donation,03/03/2024,5067.586086848349,,99 cm x 99 cm,ACTIVE,11/26/2024 12:00:00 AM,12/22/2024 12:00:00 AM
2024-MEMORABILIA-0077-Warehouse,AMO-23474,MEMORABILIA item #77 with historical significance,19,MEMORABILIA,-25771.60791084888,Warehouse-A,Wa3-A,20.0,Donation,11/16/2024,2137.299673020647,Remark for item 77,184 cm x 154 cm,ACTIVE,11/25/2024 12:00:00 AM,12/15/2024 12:00:00 AM
2024-SCULPTURE-0078-Storage,AMO-92210,SCULPTURE item #78 with historical significance,41,SCULPTURE,37678.5688570607,Storage-Facility-7,St2-B,71.0,Donation,06/17/2024,,Remark for item 78,,ACTIVE,07/07/2024 12:00:00 AM,08/02/2024 12:00:00 AM
2024-FURNITURE-0079-Goldenberg,AMO-94497,FURNITURE item #79 with historical significance,12,FURNITURE,-35187.080864030686,Goldenberg,Go5-C,190.0,Transfer,08/26/2024,1923.169292661521,Remark for item 79,138 cm x 48 cm,ACTIVE,02/01/2024 12:00:00 AM,02/15/2024 12:00:00 AM
2024-ART-0080-Storage,AMO-21053,ART item #80 with historical significance,65,ART,11497.069856210588,Storage-Facility-7,St2-A,134.0,Donation,06/12/2024,4909.114358886552,Remark for item 80,183 cm x 163 cm,INACTIVE,01/27/2024 12:00:00 AM,02/21/2024 12:00:00 AM
2024-FURNITURE-0081-Goldenberg,AMO-53213,FURNITURE item #81 with historical significance,13,FURNITURE,-25923.767771952047,Goldenberg,Go5-C,155.0,Purchase,06/03/2024,-5602.283065421381,,177 cm x 188 cm,ACTIVE,12/05/2024 12:00:00 AM,12/17/2024 12:00:00 AM
2024-MEMORABILIA-0082-Goldenberg,AMO-50577,MEMORABILIA item #82 with historical significance,72,MEMORABILIA,18048.539140422443,Goldenberg,Go4-C,190.0,Purchase,09/03/2024,2484.92336616593,Remark for item 82,102 cm x 89 cm,ACTIVE,04/02/2024 12:00:00 AM,05/02/2024 12:00:00 AM
2024-MEMORABILIA-0083-Storage,AMO-73736,MEMORABILIA item #83 with historical significance,25,MEMORABILIA,11262.321258646913,Storage-Facility-7,St2-A,130.0,Donation,12/17/2024,,Remark for item 83,43 cm x 162 cm,ACTIVE,07/11/2024 12:00:00 AM,07/15/2024 12:00:00 AM
2024-MEMORABILIA-0084-Warehouse,AMO-91885,MEMORABILIA item #84 with historical significance,22,MEMORABILIA,13661.205237424392,Warehouse-A,Wa4-A,114.0,Purchase,12/26/2024,-2400.123607892454,Remark for item 84,130 cm x 59 cm,ACTIVE,07/07/2024 12:00:00 AM,07/28/2024 12:00:00 AM
2024-SCULPTURE-0085-Gallery,AMO-70513,SCULPTURE item #85 with historical significance,99,SCULPTURE,10806.342429025088,Gallery-East,Ga3-B,52.0,Transfer,03/28/2024,2465.362366493406,Remark for item 85,151 cm x 36 cm,ACTIVE,12/30/2024 12:00:00 AM,01/26/2025 12:00:00 AM
2024-SCULPTURE-0086-Goldenberg,AMO-47363,SCULPTURE item #86 with historical significance,11,SCULPTURE,-12858.785450659194,Goldenberg,Go2-B,57.0,Purchase,06/01/2024,10328.872555723783,Remark for item 86,108 cm x 30 cm,ACTIVE,07/10/2024 12:00:00 AM,07/17/2024 12:00:00 AM
2024-ART-0087-Storage,AMO-22987,ART item #87 with historical significance,92,ART,16845.823022794688,Storage-Facility-7,St3-A,179.0,Donation,12/16/2024,-4956.517486013243,,,ACTIVE,05/11/2024 12:00:00 AM,05/17/2024 12:00:00 AM
2024-MEMORABILIA-0088-Gallery,AMO-24573,MEMORABILIA item #88 with historical significance,100,MEMORABILIA,,Gallery-East,Ga3-A,160.0,Purchase,02/27/2024,4282.768043169149,Remark for item 88,,ACTIVE,09/20/2024 12:00:00 AM,10/08/2024 12:00:00 AM
2024-MEMORABILIA-0089-Warehouse,AMO-48177,MEMORABILIA item #89 with historical significance,55,MEMORABILIA,-19367.041755683036,Warehouse-A,Wa1-C,172.0,Purchase,,4935.42301871226,,139 cm x 139 cm,ACTIVE,10/10/2024 12:00:00 AM,10/10/2024 12:00:00 AM
2024-DOCUMENTS-0090-Gallery,AMO-15706,DOCUMENTS item #90 with historical significance,82,DOCUMENTS,,Gallery-East,Ga4-B,89.0,Purchase,11/21/2024,6792.97789503702,Remark for item 90,44 cm x 21 cm,UNDER_REVIEW,06/29/2024 12:00:00 AM,07/16/2024 12:00:00 AM
